pk_feature_id,city_code,city_name,city_area,parcel_area,percentage,household
54000000001128,1013032078,بافران,1924256.3294836972,1906227.2784007378,99.06306395843859,2483
54000000001129,1805022737,بردستان,2955256.0720724817,0,0,0
54000000000798,0208031172,زيرآب,8280714.556895738,7155513.33880705,86.41178595932062,15067
54000000000799,0208021171,پل سفيد,3483050.4502340234,2330000.425095319,66.89539696270457,6286
54000000000800,0202032390,گلوگاه,2696588.8248441773,2074485.8433607242,76.93000224016721,5772
54000000000801,0207022588,فريم,442961.4844145117,0,0,0
54000000000802,0207012170,كياسر,1187473.3472109248,0,0,0
54000000000803,0202012389,خوش رودپي,1428518.8115880517,1428461.1499079019,99.99596353371884,6082
54000000001035,2706041186,گنبدكاووس,22530543.825278934,20552609.377857205,91.22109762302978,102043
54000000001036,2707041188,مينودشت,5500713.792089704,5079385.877184992,92.34048651084878,24290
54000000001037,2714011187,گاليكش,4312101.59340178,4298593.178704609,99.68673245737435,16079
54000000000433,2105032163,حميديا,13072281.193073655,11104980.33642686,84.95059257377994,110858
54000000000501,3001012272,كمال شهر,23057453.98746806,18026666.63382629,78.18151407186565,96330
54000000001133,2301021576,تهران,766169841.752659,701960952.0226473,91.61949658797192,5329119
54000000001150,2312022826,پرند,49684475.26388706,35069645.659364805,70.58471579522752,93497
54000000001210,1008032789,زازران,2195258.6567909946,1742620.1349839545,79.38108475705991,7343
54000000001211,0007042774,شهباز,1583885.1300182818,1583885.1300184885,100.00000000001306,5001
54000000000896,0413022408,نالوس,843587.2774812788,835166.7337366205,99.00181712438815,1550
54000000001230,1002032830,زيار,1514147.4605570792,1492530.8765852372,98.57235939464648,3553
54000000001231,1602042849,ماژين,498633.425463091,498633.42546340113,100.0000000000622,980
54000000001232,1604042850,شباب,1394900.077496719,1394900.07749603,99.99999999995059,2883
54000000001233,1604052851,بلاوه,314859.52061318635,314859.5206136084,100.00000000013405,155
54000000001234,1608022745,مهر,644557.415531606,638255.9916308661,99.0223642225041,995
54000000001235,1805022819,دوراهک,1458317.986337069,0,0,0
54000000001236,1804012818,بادوله,1454895.0561751553,1454895.0561751553,100,2539
54000000001237,1803052817,بوشکان,1221860.4661111159,1221860.4661111159,100,904
54000000001238,1802022816,آباد,2057660.5266858106,489476.37151120487,23.788004151471203,1600
54000000001239,1801022867,عالي شهر,5559043.260930314,5550617.879060059,99.84843827481124,24852
54000000001240,2304012778,شمشک,3130952.719883227,0,0,0
54000000001241,1403022805,گوجان,1297560.1644008795,0,0,0
54000000000804,0204022647,خليل شهر,6143873.215632424,0,0,0
54000000000805,0208021170,آلاشت,1068825.9390062708,1068825.9390068222,100.00000000005159,1269
54000000000806,1908012486,چورزق,708704.0258593594,708704.025858498,99.99999999987844,1442
54000000000807,0106032139,رستم آباد,5469156.9659410305,5375190.822279329,98.28188980044142,13013
54000000000808,1906022327,زرين آباد,1229774.848318363,1186843.9094175515,96.50904074355425,2248
54000000000809,2603042667,سيردان,409425.56207229546,409425.56207289844,100.00000000014728,696
54000000000810,1906012485,حلب,866550.2142381717,866550.2142368279,99.99999999984493,642
54000000001070,0916051392,مشهد,349803249.5656775,308560011.4607212,88.20958977477633,1665845
54000000001145,0918012854,گلبهار,31237236.144470137,28596529.05681062,91.54628445536468,62663
54000000000005,2313022705,فرون اباد,4915911.710907594,3941358.7952549113,80.17554071424206,25412
54000000000139,2320012268,بومهن,14080230.796024969,7334767.869794552,52.092667911844536,96294
54000000000140,2320012628,پرديس,71226847.94694829,40132869.17524286,56.34514278258519,171237
54000000000842,0403042405,ايواوغلي,752800.2532175117,739499.2085867248,98.23312431499093,2954
54000000000897,0409021254,نقده,8501577.897524681,8301972.953631522,97.65214238698825,51238
54000000000898,0404022406,ميرآباد,701229.6254011925,701229.6254000058,99.99999999983078,4182
54000000000899,0404011240,سردشت,6366655.371927479,3934386.825118426,61.79676133353055,28246
54000000000985,2907031372,اسلاميه,6626126.18881124,6626126.188816599,100.00000000008087,2406
54000000000986,0915031384,كاخك,1735583.5205842867,1735583.5205842522,99.99999999999801,3876
54000000001242,1406012841,بازفت,644362.4381423666,0,0,0
54000000000922,0103011120,بندرانزلي,31318508.75888901,30516281.411652755,97.43848804101006,93547
54000000000923,0107031137,رودسر,12231818.961336052,11785001.390540235,96.34708809696924,33579
54000000000811,1903042371,سجاس,1846768.8188581404,1846768.8188614484,100.00000000017913,5538
54000000000812,1903031533,قيدار,5639821.069397618,4585711.201242149,81.30951575972503,23110
54000000000813,1908022262,آب بر,2684777.210861938,2663826.771789847,99.21965819035819,6912
54000000000814,1910011527,سلطانيه,2582145.4791287924,2478932.5156864384,96.00282151890305,6612
54000000000815,1901031530,صائين قلعه,2571557.309251477,2571557.3092470276,99.99999999982697,8764
54000000000816,1901031531,هيدج,4573528.140595383,4573528.140590162,99.99999999988584,11023
54000000000817,1907011529,خرمدره,10194616.084845575,9654393.21045147,94.70090026050954,54497
54000000000843,0324012398,خاروانا,531257.826602038,0,0,0
54000000000844,0307021227,زنوز,1666239.7584671983,1395288.9291444197,83.73878501302653,3236
54000000000845,0307022589,بناب جديد,1614249.5524213838,1605365.6915058321,99.44966000441346,4211
54000000000846,0314011212,صوفيان,2449025.1650227723,2149907.544926382,87.78625779888183,9507
54000000000847,0314022148,سيس,1287673.8981457525,1287673.8981476736,100.00000000014919,2343
54000000000848,0314021210,شبستر,3563139.6425592336,3563140.311060158,100.0000187615696,23921
54000000000849,0307032400,يامچي,3316944.7844123594,3316944.7844116874,99.99999999997974,7612
54000000000850,0307022143,كشكسرای,2338677.016784086,2338677.0167836896,99.99999999998306,2786
54000000000987,0915021385,گناباد,12203465.539791208,11821358.94519234,96.8688681641051,32876
54000000000988,0930021360,فيض آباد,6404364.765032853,6177099.646367383,96.45140264486007,8304
54000000000989,2904031374,خضرئ دشت بياض,2173861.311050631,2010182.9043767108,92.47061411683093,3034
54000000000990,0927021359,رشتخوار,2067657.612169196,1647675.532412044,79.68802584696093,5101
54000000000991,0937012134,باخرز,2839102.447241792,2839102.4472440877,100.00000000008087,7136
54000000000992,0904021357,تايباد,11124610.647186203,9038334.169784825,81.24629666990576,21836
54000000001102,0722022059,دهرم,1359829.5451388713,1359829.545139849,100.00000000007189,1434
54000000000924,0107051138,كلاچائ,5043411.846961514,4998708.419907141,99.113627274336,24620
54000000001017,2808012132,راز,2712486.2178663663,2712486.2178679174,100.00000000005717,3741
54000000001018,2802041353,بجنورد,40296915.95614623,29906730.414081696,74.21592869942745,137096
54000000001019,2712012498,مراوه,2759027.2966323355,2747658.0825282475,99.58792672627904,5941
54000000001020,2806031352,آشخانه,5335845.750887454,5318774.725527739,99.6800689870603,18239
54000000000818,1901031528,ابهر,14240258.42715987,13978030.187449435,98.15854297131085,66128
